名詞,,サ変名詞,,形容動詞,,組織名,,人名,,ナイ形容,,副詞可能,,未知語,,タグ,,感動詞,,動詞,,形容詞,,副詞,,名詞B,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,
奥様,5,お話,7,大変,2,警視庁,1,大橋,1,問題,2,今,3,OO,2,金融庁,6,あー,2,思う,4,悪い,1,多分,2,うち,2,する,33,いい,2,もう,5,間,1,ない,8
お子さん,4,説明,3,賢明,1,,,,,,,今回,2,ょさんでおろせなかったんだけど,1,弁護士先生,3,ま,2,言う,2,上手い,1,一応,1,ゆ,1,なる,4,ない,2,そう,4,形,1,,
助け,3,お守り,2,大丈夫,1,,,,,,,時間,2,マズ,1,顧問弁護士,2,もしもし,2,取る,2,,,結構,1,,,ある,3,,,こう,2,件,1,,
状況,2,安心,2,非常,1,,,,,,,直接,2,,,情報漏洩,2,あ,1,守る,2,,,元々,1,,,できる,3,,,ちゃんと,1,口,1,,
調べ,2,加担,2,,,,,,,,,今日,1,,,名義貸し,2,あの,1,罰する,2,,,,,,,いる,2,,,ちょっと,1,,,,
罰則,2,心配,2,,,,,,,,,最中,1,,,インサイダー行為,1,あのー,1,帰る,1,,,,,,,いう,1,,,どう,1,,,,
刑事,1,電話,2,,,,,,,,,事実,1,,,インサイダー取引,1,うん,1,起きる,1,,,,,,,かかる,1,,,ほとんど,1,,,,
警察,1,報告,2,,,,,,,,,,,,,可能性,1,はい,1,驚く,1,,,,,,,くる,1,,,まだ,1,,,,
現状,1,連絡,2,,,,,,,,,,,,,刑事告訴,1,,,繋がる,1,,,,,,,したう,1,,,もしか,1,,,,
個人,1,お伝え,1,,,,,,,,,,,,,証券取引監査委員,1,,,困る,1,,,,,,,つく,1,,,やっぱり,1,,,,
山田,1,一緒,1,,,,,,,,,,,,,証券取引等監視委員会,1,,,守れる,1,,,,,,,やめる,1,,,やはり,1,,,,
自身,1,引き出し,1,,,,,,,,,,,,,総合口座,1,,,受ける,1,,,,,,,やる,1,,,,,,,,
自宅,1,解決,1,,,,,,,,,,,,,,,,,貸す,1,,,,,,,,,,,,,,,,
自分,1,確認,1,,,,,,,,,,,,,,,,,頂く,1,,,,,,,,,,,,,,,,
証券,1,協力,1,,,,,,,,,,,,,,,,,頂ける,1,,,,,,,,,,,,,,,,
責任,1,合同,1,,,,,,,,,,,,,,,,,分かる,1,,,,,,,,,,,,,,,,
先ほど,1,失礼,1,,,,,,,,,,,,,,,,,戻る,1,,,,,,,,,,,,,,,,
大橋,1,操作,1,,,,,,,,,,,,,,,,,問う,1,,,,,,,,,,,,,,,,
段階,1,相談,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
懲役,1,担当,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内容,1,買い物,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罰金,1,理解,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
部分,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名前,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
